Sequence_id,GC1%,GC2%,GC3%
scaffold165-size174083-gene-0.11,48.77450980392157,36.76470588235294,48.03921568627451
scaffold165-size174083-gene-0.12,54.12262156448203,50.7399577167019,52.64270613107822
scaffold165-size174083-gene-0.13,54.75,48.125,46.0
scaffold165-size174083-gene-0.14,63.61702127659574,55.319148936170215,65.1063829787234
scaffold165-size174083-gene-0.15,51.55807365439094,47.02549575070821,45.892351274787536
scaffold165-size174083-gene-0.16,50.0,41.7910447761194,40.298507462686565
scaffold165-size174083-gene-0.17,56.201550387596896,43.41085271317829,43.41085271317829
scaffold165-size174083-gene-0.18,57.58620689655173,47.58620689655172,43.62068965517241
scaffold165-size174083-gene-0.19,53.49794238683128,40.32921810699588,45.267489711934154
scaffold165-size174083-gene-0.2,55.55555555555556,48.333333333333336,41.66666666666667
scaffold165-size174083-gene-0.20,55.49132947976878,42.77456647398844,53.75722543352601
scaffold165-size174083-gene-0.21,54.41176470588235,40.07352941176471,47.181372549019606
scaffold165-size174083-gene-0.22,66.8,48.0,55.2
scaffold165-size174083-gene-0.23,91.31455399061032,73.94366197183099,63.14553990610329
scaffold165-size174083-gene-0.24,80.0,42.142857142857146,59.64285714285714
scaffold165-size174083-gene-0.25,86.81541582150102,68.35699797160242,67.13995943204868
scaffold165-size174083-gene-0.26,60.44226044226044,39.55773955773956,62.16216216216216
scaffold165-size174083-gene-0.27,46.27450980392157,36.470588235294116,48.627450980392155
scaffold165-size174083-gene-0.3,50.63291139240506,39.24050632911392,47.920433996383366
scaffold165-size174083-gene-0.4,59.43396226415094,53.77358490566038,54.71698113207547
scaffold165-size174083-gene-0.5,61.92307692307693,38.84615384615385,52.69230769230769
scaffold165-size174083-gene-0.6,49.459783913565424,41.89675870348139,43.33733493397359
scaffold165-size174083-gene-0.7,48.0,46.5,44.0
scaffold165-size174083-gene-0.8,54.97835497835498,43.722943722943725,49.35064935064935
scaffold165-size174083-gene-0.9,56.240369799691834,43.143297380585516,54.853620955315876
scaffold166-size120384-gene-0.30,52.01535508637236,41.65067178502879,38.00383877159309
scaffold166-size120384-gene-0.31,52.916666666666664,41.66666666666667,40.0
scaffold166-size120384-gene-0.32,65.1685393258427,48.31460674157304,57.30337078651685
scaffold166-size120384-gene-0.33,59.77011494252874,42.758620689655174,51.49425287356322
scaffold166-size120384-gene-0.34,49.152542372881356,42.54237288135593,52.54237288135594
scaffold166-size120384-gene-0.35,49.647887323943664,39.7887323943662,42.6056338028169
scaffold166-size120384-gene-0.36,54.73251028806584,42.592592592592595,49.382716049382715
scaffold166-size120384-gene-0.37,53.963414634146346,41.46341463414634,48.27235772357724
scaffold166-size120384-gene-0.38,63.39285714285714,48.660714285714285,42.857142857142854
scaffold166-size120384-gene-0.39,55.55555555555556,39.72222222222222,51.388888888888886
scaffold166-size120384-gene-0.40,81.11455108359134,65.94427244582043,63.46749226006192
scaffold166-size120384-gene-0.41,55.04322766570605,39.19308357348703,65.99423631123919
scaffold166-size120384-gene-0.42,65.84821428571429,46.205357142857146,68.30357142857143
scaffold166-size120384-gene-0.43,51.581027667984195,34.58498023715415,43.67588932806324
scaffold166-size120384-gene-0.44,60.74074074074074,48.148148148148145,47.160493827160494
scaffold166-size120384-gene-0.45,79.70149253731343,65.07462686567163,54.02985074626866
scaffold166-size120384-gene-0.46,50.050050050050054,38.63863863863864,43.94394394394394
scaffold166-size120384-gene-0.47,62.727272727272734,50.90909090909091,46.36363636363636
scaffold166-size120384-gene-0.48,70.12987012987013,63.63636363636363,58.44155844155844
scaffold166-size120384-gene-0.49,54.8936170212766,43.723404255319146,43.723404255319146
scaffold166-size120384-gene-0.50,61.3013698630137,46.23287671232877,42.80821917808219
scaffold166-size120384-gene-0.51,53.590425531914896,42.28723404255319,46.409574468085104
scaffold166-size120384-gene-0.52,49.02506963788301,40.11142061281337,47.63231197771588
scaffold166-size120384-gene-0.53,57.223001402524545,42.49649368863955,42.6367461430575
scaffold166-size120384-gene-0.54,58.29383886255924,39.81042654028436,45.497630331753555
scaffold166-size120384-gene-0.55,55.115511551155116,38.28382838283829,40.92409240924093
scaffold166-size120384-gene-0.56,55.373831775700936,48.13084112149533,56.54205607476636
scaffold166-size120384-gene-0.57,44.73684210526316,36.18421052631579,47.368421052631575
scaffold166-size120384-gene-0.58,55.96330275229357,42.201834862385326,43.57798165137615
scaffold166-size120384-gene-0.59,56.75029868578255,52.210274790919954,55.67502986857825
scaffold166-size120384-gene-0.60,58.40978593272171,39.75535168195719,53.21100917431193
scaffold166-size120384-gene-0.61,59.02439024390244,36.09756097560975,47.3170731707317
scaffold166-size120384-gene-0.62,56.09756097560976,42.68292682926829,53.04878048780488
scaffold167-size166806-gene-0.0,51.90972222222222,42.1875,43.40277777777778
scaffold167-size166806-gene-0.1,59.83606557377049,41.2568306010929,59.01639344262295
scaffold167-size166806-gene-0.10,83.03030303030303,53.939393939393945,37.57575757575757
scaffold167-size166806-gene-0.11,53.37552742616034,40.08438818565401,50.84388185654009
scaffold167-size166806-gene-0.12,54.848484848484844,42.42424242424242,67.27272727272727
scaffold167-size166806-gene-0.13,52.961672473867594,46.34146341463415,49.825783972125436
scaffold167-size166806-gene-0.14,92.11822660098522,71.67487684729063,70.6896551724138
scaffold167-size166806-gene-0.15,58.57142857142858,65.35714285714286,37.857142857142854
scaffold167-size166806-gene-0.16,53.216374269005854,41.52046783625731,55.55555555555556
scaffold167-size166806-gene-0.2,93.68231046931407,74.18772563176896,53.24909747292419
scaffold167-size166806-gene-0.3,54.54545454545454,41.515151515151516,66.96969696969697
scaffold167-size166806-gene-0.4,57.39299610894941,45.91439688715953,49.221789883268485
scaffold167-size166806-gene-0.5,64.75826972010178,60.94147582697202,61.959287531806616
scaffold167-size166806-gene-0.6,73.04347826086956,67.82608695652173,61.73913043478261
scaffold167-size166806-gene-0.7,53.64372469635627,46.15384615384615,45.95141700404859
scaffold167-size166806-gene-0.8,51.35135135135135,53.51351351351351,45.94594594594595
scaffold167-size166806-gene-0.9,57.692307692307686,46.63461538461539,38.70192307692308
scaffold168-size119650-gene-0.0,66.85082872928176,59.11602209944752,59.11602209944752
scaffold168-size119650-gene-0.1,60.15831134564644,45.64643799472295,60.4221635883905
scaffold168-size119650-gene-0.10,51.2,36.0,43.733333333333334
scaffold168-size119650-gene-0.11,81.18466898954703,45.64459930313589,56.44599303135889
scaffold168-size119650-gene-0.12,85.8719646799117,70.6401766004415,73.06843267108167
scaffold168-size119650-gene-0.13,57.43589743589743,31.794871794871792,49.23076923076923
scaffold168-size119650-gene-0.14,51.9607843137255,50.98039215686274,53.26797385620915
scaffold168-size119650-gene-0.15,52.34375,46.484375,65.625
scaffold168-size119650-gene-0.16,65.50387596899225,48.837209302325576,66.66666666666666
scaffold168-size119650-gene-0.17,64.28571428571429,55.10204081632652,50.0
scaffold168-size119650-gene-0.18,48.275862068965516,45.28735632183908,50.804597701149426
scaffold168-size119650-gene-0.2,65.88235294117646,38.23529411764706,48.23529411764706
scaffold168-size119650-gene-0.3,60.60606060606061,51.048951048951054,50.58275058275058
scaffold168-size119650-gene-0.4,44.79166666666667,37.5,43.75
scaffold168-size119650-gene-0.5,90.29850746268657,65.67164179104478,54.2910447761194
scaffold168-size119650-gene-0.6,58.187134502923975,46.198830409356724,57.01754385964912
scaffold168-size119650-gene-0.7,58.371040723981906,42.53393665158371,72.39819004524887
scaffold168-size119650-gene-0.8,47.5,41.25,50.625
scaffold168-size119650-gene-0.9,58.97435897435898,35.8974358974359,46.15384615384615
scaffold169-size507688-gene-0.0,70.28985507246377,54.347826086956516,50.0
scaffold169-size507688-gene-0.1,90.46321525885558,52.86103542234333,69.75476839237056
scaffold169-size507688-gene-0.10,64.40677966101694,58.47457627118644,69.49152542372882
scaffold169-size507688-gene-0.11,59.67302452316077,48.36512261580381,61.30790190735694
scaffold169-size507688-gene-0.12,52.27272727272727,55.68181818181818,63.63636363636363
scaffold169-size507688-gene-0.13,51.84135977337111,48.1586402266289,51.55807365439094
scaffold169-size507688-gene-0.14,90.21164021164022,62.16931216931217,73.28042328042328
scaffold169-size507688-gene-0.15,86.5079365079365,73.4126984126984,65.47619047619048
scaffold169-size507688-gene-0.16,56.37342908438061,43.62657091561939,48.65350089766607
scaffold169-size507688-gene-0.2,86.11111111111111,76.38888888888889,76.26262626262627
scaffold169-size507688-gene-0.3,58.88888888888889,57.77777777777777,58.88888888888889
scaffold169-size507688-gene-0.4,58.07860262008734,51.09170305676856,56.33187772925764
scaffold169-size507688-gene-0.5,57.599999999999994,43.6,56.2
scaffold169-size507688-gene-0.6,85.71428571428571,58.38509316770186,68.94409937888199
scaffold169-size507688-gene-0.7,84.72222222222221,87.96296296296296,69.9074074074074
scaffold169-size507688-gene-0.8,73.97769516728626,50.55762081784386,76.95167286245353
scaffold169-size507688-gene-0.9,82.21258134490239,45.33622559652928,52.92841648590022
scaffold169-size507688-gene-1.0,63.33333333333333,37.5,32.5
scaffold169-size507688-gene-1.1,43.582089552238806,40.59701492537313,34.02985074626866
scaffold169-size507688-gene-1.2,73.14814814814815,61.57407407407407,64.81481481481481
scaffold169-size507688-gene-1.3,71.60493827160494,54.32098765432099,49.382716049382715
scaffold169-size507688-gene-1.4,54.63917525773196,41.75257731958763,46.90721649484536
scaffold169-size507688-gene-1.5,55.63636363636364,50.90909090909091,56.00000000000001
scaffold169-size507688-gene-1.6,66.53846153846153,68.84615384615384,59.23076923076923
scaffold169-size507688-gene-1.7,48.61538461538461,41.53846153846154,28.923076923076923
scaffold169-size507688-gene-2.12,61.354581673306775,39.8406374501992,51.39442231075697
scaffold169-size507688-gene-2.13,63.026521060842434,51.794071762870516,56.47425897035882
scaffold169-size507688-gene-2.14,61.39088729016786,48.44124700239808,68.82494004796163
scaffold169-size507688-gene-2.15,56.68789808917197,43.94904458598726,49.681528662420384
scaffold169-size507688-gene-2.16,57.06666666666666,47.733333333333334,41.333333333333336
scaffold169-size507688-gene-2.17,51.515151515151516,40.15151515151515,47.159090909090914
scaffold169-size507688-gene-2.18,54.8936170212766,44.46808510638298,47.65957446808511
scaffold169-size507688-gene-2.19,61.12469437652812,43.03178484107579,54.52322738386308
scaffold169-size507688-gene-2.20,55.6745182012848,44.96788008565311,43.0406852248394
scaffold169-size507688-gene-2.21,57.3208722741433,39.25233644859813,60.747663551401864
scaffold169-size507688-gene-2.22,59.16114790286976,40.507726269315675,59.71302428256071
scaffold169-size507688-gene-2.23,60.51660516605166,39.48339483394834,49.07749077490775
scaffold169-size507688-gene-2.24,55.140186915887845,46.728971962616825,38.31775700934579
scaffold169-size507688-gene-2.25,67.27549467275495,46.87975646879756,49.77168949771689
scaffold169-size507688-gene-2.26,50.83798882681564,38.547486033519554,49.72067039106145
scaffold169-size507688-gene-2.27,59.17553191489362,43.88297872340425,45.611702127659576
scaffold169-size507688-gene-2.28,56.10859728506787,33.03167420814479,53.39366515837104
scaffold169-size507688-gene-2.29,60.24691358024692,40.123456790123456,46.543209876543216
scaffold169-size507688-gene-2.30,57.389162561576356,42.857142857142854,46.30541871921182
scaffold169-size507688-gene-2.31,55.25812619502868,40.152963671128106,51.625239005736134
scaffold169-size507688-gene-2.32,58.95522388059702,48.134328358208954,49.25373134328358
scaffold169-size507688-gene-2.33,61.18546845124283,42.44741873804971,64.62715105162525
scaffold169-size507688-gene-2.34,57.86350148367953,40.35608308605341,55.687438180019775
scaffold169-size507688-gene-2.35,77.64705882352942,60.588235294117645,75.29411764705883
scaffold169-size507688-gene-2.36,62.3391812865497,47.485380116959064,58.94736842105262
scaffold169-size507688-gene-2.37,49.740932642487046,40.932642487046635,46.1139896373057
scaffold169-size507688-gene-3.10,56.4625850340136,38.095238095238095,40.816326530612244
scaffold169-size507688-gene-3.11,61.832061068702295,67.17557251908397,69.08396946564885
scaffold169-size507688-gene-3.12,68.8212927756654,52.851711026615966,61.97718631178707
scaffold169-size507688-gene-3.13,68.8212927756654,52.851711026615966,61.97718631178707
scaffold169-size507688-gene-3.14,61.832061068702295,67.17557251908397,69.08396946564885
scaffold169-size507688-gene-3.15,62.17948717948718,64.1025641025641,66.02564102564102
scaffold169-size507688-gene-3.3,49.44237918215613,39.77695167286245,46.09665427509294
scaffold169-size507688-gene-3.4,51.41843971631206,32.97872340425532,38.652482269503544
scaffold169-size507688-gene-3.5,54.81256332320162,39.41236068895643,51.671732522796354
scaffold169-size507688-gene-3.6,60.507246376811594,48.188405797101446,51.08695652173913
scaffold169-size507688-gene-3.7,53.03430079155673,41.029023746701846,49.07651715039577
scaffold169-size507688-gene-3.8,59.909909909909906,41.66666666666667,57.20720720720721
scaffold169-size507688-gene-3.9,62.17948717948718,64.1025641025641,66.02564102564102
scaffold169-size507688-gene-4.0,53.746770025839794,41.08527131782946,44.18604651162791
scaffold169-size507688-gene-4.1,72.02797202797203,56.64335664335665,62.93706293706294
scaffold169-size507688-gene-4.2,46.11260053619303,38.8739946380697,40.75067024128686
scaffold169-size507688-gene-4.3,62.89592760180995,45.70135746606335,54.52488687782805
scaffold17-size620893-gene-0.0,53.2258064516129,41.12903225806452,40.32258064516129
scaffold17-size620893-gene-0.1,57.34767025089605,44.086021505376344,40.50179211469534
scaffold17-size620893-gene-0.10,77.06422018348624,54.12844036697248,55.04587155963303
scaffold17-size620893-gene-0.11,78.19148936170212,60.63829787234043,54.78723404255319
scaffold17-size620893-gene-0.12,83.88888888888889,64.44444444444444,53.333333333333336
scaffold17-size620893-gene-0.13,89.48497854077253,51.931330472103,68.6695278969957
scaffold17-size620893-gene-0.2,94.0149625935162,64.83790523690773,47.381546134663346
scaffold17-size620893-gene-0.3,53.2608695652174,42.028985507246375,43.29710144927536
scaffold17-size620893-gene-0.4,54.50346420323326,44.34180138568129,43.87990762124711
scaffold17-size620893-gene-0.5,58.91891891891892,55.67567567567567,54.59459459459459
scaffold17-size620893-gene-0.6,55.772646536412076,44.93783303730018,47.42451154529307
scaffold17-size620893-gene-0.7,52.54470426409904,42.91609353507565,38.239339752407155
scaffold17-size620893-gene-0.8,51.153846153846146,44.42307692307692,38.46153846153847
scaffold17-size620893-gene-0.9,56.69291338582677,33.85826771653544,42.125984251968504
scaffold17-size620893-gene-1.0,50.51546391752577,58.76288659793815,48.45360824742268
scaffold17-size620893-gene-1.1,59.021406727828754,55.04587155963303,53.51681957186545
scaffold17-size620893-gene-1.2,51.75718849840255,40.2555910543131,65.17571884984025
scaffold17-size620893-gene-1.3,56.866952789699575,43.13304721030043,61.80257510729614
scaffold17-size620893-gene-1.4,50.0,47.10144927536232,42.7536231884058
scaffold17-size620893-gene-1.5,93.65079365079364,68.25396825396825,60.317460317460316
scaffold17-size620893-gene-1.6,54.61538461538461,35.0,45.0
scaffold17-size620893-gene-1.7,49.6,41.6,44.0
scaffold17-size620893-gene-1.8,83.06878306878306,66.13756613756614,62.96296296296296
scaffold17-size620893-gene-1.9,54.61538461538461,34.61538461538461,44.61538461538462
scaffold17-size620893-gene-2.0,57.11009174311926,44.72477064220183,42.201834862385326
scaffold17-size620893-gene-2.1,50.955414012738856,38.853503184713375,52.22929936305732
scaffold17-size620893-gene-2.10,56.99999999999999,56.00000000000001,47.0
scaffold17-size620893-gene-2.11,65.06024096385542,45.78313253012048,56.62650602409639
scaffold17-size620893-gene-2.12,50.18155410312273,40.595497458242555,41.321713870733475
scaffold17-size620893-gene-2.13,53.91304347826087,46.08695652173913,47.53623188405797
scaffold17-size620893-gene-2.14,57.48987854251012,51.821862348178136,48.582995951417004
scaffold17-size620893-gene-2.15,51.85185185185185,40.74074074074074,43.98148148148148
scaffold17-size620893-gene-2.16,57.10455764075068,41.01876675603217,44.23592493297587
scaffold17-size620893-gene-2.17,56.43564356435643,41.584158415841586,38.613861386138616
scaffold17-size620893-gene-2.18,53.83663366336634,43.81188118811881,43.93564356435643
scaffold17-size620893-gene-2.19,52.20338983050847,40.67796610169492,48.47457627118644
scaffold17-size620893-gene-2.2,55.10204081632652,44.21768707482993,34.69387755102041
scaffold17-size620893-gene-2.20,54.71698113207547,43.710691823899374,44.9685534591195
scaffold17-size620893-gene-2.21,52.816901408450704,43.66197183098591,45.774647887323944
scaffold17-size620893-gene-2.3,57.87234042553191,51.91489361702127,73.61702127659574
scaffold17-size620893-gene-2.4,51.94174757281553,37.86407766990291,50.728155339805824
scaffold17-size620893-gene-2.5,58.230452674897116,39.300411522633745,42.592592592592595
scaffold17-size620893-gene-2.6,75.0,62.03703703703704,56.018518518518526
scaffold17-size620893-gene-2.7,52.80172413793104,37.71551724137931,49.353448275862064
scaffold17-size620893-gene-2.8,55.528255528255535,40.78624078624078,42.26044226044226
scaffold17-size620893-gene-2.9,63.27160493827161,53.70370370370371,51.23456790123457
scaffold17-size620893-gene-3.25,52.33494363929147,47.987117552334944,41.54589371980676
scaffold17-size620893-gene-3.26,61.46788990825688,44.95412844036697,43.11926605504588
scaffold17-size620893-gene-3.27,56.815440289505425,53.317249698431844,45.1145958986731
scaffold17-size620893-gene-3.28,52.707581227436826,43.32129963898917,50.361010830324915
scaffold17-size620893-gene-3.29,52.61744966442953,45.50335570469798,45.77181208053691
scaffold17-size620893-gene-3.30,52.63157894736842,43.859649122807014,49.122807017543856
scaffold17-size620893-gene-3.31,83.85093167701864,66.0455486542443,70.60041407867494
scaffold17-size620893-gene-3.32,64.62585034013605,49.88662131519274,45.3514739229025
scaffold17-size620893-gene-3.33,61.811023622047244,38.582677165354326,48.4251968503937
scaffold17-size620893-gene-3.34,56.50969529085873,45.15235457063712,39.88919667590028
scaffold17-size620893-gene-3.35,63.190184049079754,44.785276073619634,45.70552147239264
scaffold17-size620893-gene-3.36,57.27848101265823,45.25316455696203,48.25949367088608
scaffold17-size620893-gene-3.37,56.46551724137932,43.96551724137931,39.6551724137931
scaffold17-size620893-gene-3.38,57.89473684210527,39.097744360902254,44.3609022556391
scaffold17-size620893-gene-3.39,56.857523302263644,42.743009320905465,48.73501997336884
scaffold17-size620893-gene-3.40,65.33333333333333,48.0,63.33333333333333
scaffold17-size620893-gene-3.41,50.99601593625498,56.97211155378486,50.99601593625498
scaffold17-size620893-gene-3.42,53.92670157068062,42.40837696335078,48.167539267015705
scaffold17-size620893-gene-3.43,70.92198581560284,63.47517730496454,51.41843971631206
scaffold17-size620893-gene-3.44,59.22865013774105,41.8732782369146,55.64738292011019
scaffold17-size620893-gene-3.45,53.289473684210535,37.82894736842105,52.30263157894737
scaffold17-size620893-gene-3.46,60.15625,47.52604166666667,41.40625
scaffold17-size620893-gene-3.47,58.44155844155844,44.8051948051948,43.506493506493506
scaffold17-size620893-gene-3.48,55.080213903743314,41.711229946524064,42.780748663101605
scaffold17-size620893-gene-3.49,62.02020202020202,43.23232323232323,43.43434343434344
scaffold17-size620893-gene-3.50,60.597826086956516,45.380434782608695,53.2608695652174
scaffold17-size620893-gene-3.51,61.53846153846154,48.35164835164835,54.285714285714285
scaffold17-size620893-gene-3.52,63.43434343434343,46.06060606060606,61.212121212121204
scaffold17-size620893-gene-3.53,97.47899159663865,82.35294117647058,67.50700280112045
scaffold17-size620893-gene-3.54,87.5,52.94117647058824,66.17647058823529
scaffold17-size620893-gene-3.55,53.61077111383109,49.20440636474908,45.77723378212974
scaffold17-size620893-gene-3.56,56.666666666666664,37.142857142857146,55.714285714285715
scaffold17-size620893-gene-3.57,53.90946502057613,42.79835390946502,39.09465020576132
scaffold17-size620893-gene-3.58,54.35203094777563,40.61895551257253,51.06382978723404
scaffold17-size620893-gene-3.59,60.553633217993074,46.02076124567474,66.78200692041523
scaffold17-size620893-gene-3.60,61.382113821138205,46.7479674796748,58.94308943089431
scaffold17-size620893-gene-3.61,68.53932584269663,56.17977528089888,79.7752808988764
scaffold17-size620893-gene-3.62,59.05707196029777,43.67245657568238,49.13151364764268
scaffold17-size620893-gene-3.63,83.18840579710145,66.66666666666666,60.0
scaffold17-size620893-gene-3.64,52.31527093596059,46.40394088669951,52.21674876847291
scaffold17-size620893-gene-4.28,59.02366863905325,42.01183431952663,49.85207100591716
scaffold17-size620893-gene-4.29,63.775510204081634,45.66326530612245,50.0
scaffold17-size620893-gene-4.30,75.89285714285714,41.964285714285715,50.0
scaffold17-size620893-gene-4.31,60.892388451443566,43.30708661417323,44.30446194225722
scaffold17-size620893-gene-4.32,86.23188405797102,71.73913043478261,75.36231884057972
scaffold17-size620893-gene-4.33,53.18559556786704,50.41551246537396,53.73961218836565
scaffold17-size620893-gene-4.34,58.03571428571429,41.517857142857146,54.6875
scaffold17-size620893-gene-4.35,81.0126582278481,70.88607594936708,68.35443037974683
scaffold17-size620893-gene-4.36,54.437869822485204,40.828402366863905,46.3905325443787
scaffold17-size620893-gene-4.37,57.63612217795485,42.363877822045154,42.49667994687915
scaffold17-size620893-gene-4.38,58.43023255813954,47.383720930232556,53.19767441860465
scaffold17-size620893-gene-4.39,57.10455764075068,45.84450402144772,50.134048257372655
scaffold17-size620893-gene-4.40,59.38242280285036,54.63182897862233,45.36817102137768
scaffold17-size620893-gene-4.41,57.09302325581396,39.53488372093023,53.604651162790695
scaffold17-size620893-gene-4.42,54.36241610738255,36.241610738255034,51.006711409395976
scaffold17-size620893-gene-4.43,57.60517799352751,40.93851132686084,46.92556634304207
scaffold17-size620893-gene-4.44,61.875,45.9375,61.5625
scaffold17-size620893-gene-4.45,59.87261146496815,52.48407643312102,63.18471337579618
scaffold17-size620893-gene-4.46,61.75115207373272,48.38709677419355,64.0552995391705
scaffold17-size620893-gene-4.47,83.04093567251462,45.614035087719294,49.707602339181285
scaffold17-size620893-gene-4.48,58.31578947368421,50.31578947368421,49.473684210526315
scaffold17-size620893-gene-4.49,64.23357664233576,47.08029197080292,47.44525547445255
scaffold17-size620893-gene-4.50,56.440281030444964,43.32552693208431,53.161592505854806
scaffold17-size620893-gene-4.51,67.46031746031747,61.111111111111114,67.46031746031747
scaffold17-size620893-gene-4.52,57.68261964735516,42.82115869017632,59.949622166246854
scaffold17-size620893-gene-4.53,57.758620689655174,42.456896551724135,70.25862068965517
scaffold17-size620893-gene-4.54,52.58855585831063,35.967302452316076,43.05177111716621
scaffold17-size620893-gene-4.55,57.38007380073801,40.22140221402214,44.83394833948339
scaffold17-size620893-gene-4.56,50.39370078740157,36.22047244094488,50.13123359580053
scaffold17-size620893-gene-4.57,56.732223903177,39.93948562783661,56.12708018154312
scaffold17-size620893-gene-4.58,86.16438356164383,52.87671232876713,63.15068493150685
scaffold17-size620893-gene-4.59,77.6914539400666,70.14428412874584,77.02552719200888
scaffold17-size620893-gene-4.60,94.18604651162791,72.09302325581395,37.2093023255814
scaffold17-size620893-gene-4.61,56.28140703517588,40.20100502512563,44.9748743718593
scaffold17-size620893-gene-4.62,57.95107033639144,52.293577981651374,48.318042813455655
scaffold17-size620893-gene-5.31,56.058394160583944,38.68613138686132,44.52554744525548
scaffold17-size620893-gene-5.32,51.972157772621806,45.47563805104408,60.78886310904872
scaffold17-size620893-gene-5.33,60.83150984682714,56.01750547045952,66.08315098468272
scaffold17-size620893-gene-5.34,50.472334682860996,48.44804318488529,44.534412955465584
scaffold17-size620893-gene-5.35,60.1123595505618,32.02247191011236,41.57303370786517
scaffold17-size620893-gene-5.36,54.87364620938629,32.12996389891697,41.15523465703971
scaffold17-size620893-gene-5.37,71.55963302752293,58.256880733944946,60.09174311926605
scaffold17-size620893-gene-5.38,56.560088202866595,41.2348401323043,47.298787210584344
scaffold17-size620893-gene-5.39,54.53514739229025,44.10430839002268,44.44444444444444
scaffold17-size620893-gene-5.40,55.878467635402906,47.82034346103038,43.989431968295904
scaffold17-size620893-gene-5.41,60.1889338731444,44.26450742240216,49.797570850202426
scaffold17-size620893-gene-5.42,57.433290978398986,38.37357052096569,47.14104193138501
scaffold17-size620893-gene-5.43,88.03418803418803,62.39316239316239,68.37606837606837
scaffold17-size620893-gene-5.44,73.36683417085426,55.778894472361806,68.34170854271356
scaffold17-size620893-gene-5.45,88.03418803418803,62.39316239316239,68.37606837606837
scaffold17-size620893-gene-5.46,73.9795918367347,55.61224489795919,68.87755102040816
scaffold17-size620893-gene-5.47,54.54545454545454,37.98701298701299,43.18181818181818
scaffold17-size620893-gene-5.48,56.67752442996743,42.34527687296417,66.44951140065146
scaffold17-size620893-gene-5.49,55.188679245283026,39.85849056603774,46.4622641509434
scaffold17-size620893-gene-5.50,53.672316384180796,46.89265536723164,42.93785310734463
scaffold17-size620893-gene-5.51,50.85324232081911,39.93174061433447,44.7098976109215
scaffold17-size620893-gene-5.52,63.28502415458937,45.410628019323674,69.56521739130434
scaffold17-size620893-gene-5.53,47.425474254742554,43.90243902439025,44.44444444444444
scaffold17-size620893-gene-5.54,58.484848484848484,36.666666666666664,53.03030303030303
scaffold17-size620893-gene-5.55,52.421052631578945,41.26315789473684,49.473684210526315
scaffold17-size620893-gene-5.56,51.87793427230047,42.6056338028169,44.014084507042256
scaffold17-size620893-gene-5.57,53.16901408450704,36.267605633802816,48.23943661971831
scaffold17-size620893-gene-5.58,56.72797676669894,40.174249757986445,47.531461761858665
scaffold17-size620893-gene-5.59,52.991452991452995,37.82051282051282,45.2991452991453
scaffold17-size620893-gene-5.60,58.94736842105262,38.94736842105263,55.26315789473685
scaffold170-size216677-gene-0.3,58.31062670299727,45.50408719346049,47.68392370572207
scaffold170-size216677-gene-0.4,55.47445255474452,40.51094890510949,52.18978102189781
scaffold170-size216677-gene-0.5,51.652892561983464,38.84297520661157,46.28099173553719
scaffold170-size216677-gene-0.6,49.546827794561935,41.08761329305136,50.15105740181269
scaffold170-size216677-gene-0.7,61.53846153846154,48.987854251012145,51.417004048582996
scaffold170-size216677-gene-1.0,75.92592592592592,58.333333333333336,48.148148148148145
scaffold170-size216677-gene-1.1,88.52223816355811,78.62266857962697,68.72309899569584
scaffold170-size216677-gene-1.2,56.62100456621004,59.817351598173516,52.054794520547944
scaffold170-size216677-gene-1.3,56.34517766497462,42.38578680203046,45.93908629441624
scaffold171-size139111-gene-0.0,61.25654450261781,50.959860383944154,56.02094240837696
scaffold171-size139111-gene-0.1,65.56291390728477,50.993377483443716,62.251655629139066
scaffold171-size139111-gene-0.10,52.5,35.833333333333336,45.0
scaffold171-size139111-gene-0.11,53.939393939393945,53.03030303030303,53.333333333333336
scaffold171-size139111-gene-0.12,55.172413793103445,46.76724137931034,54.741379310344826
scaffold171-size139111-gene-0.13,63.86554621848739,50.42016806722689,54.621848739495796
scaffold171-size139111-gene-0.14,59.2741935483871,42.74193548387097,51.41129032258065
scaffold171-size139111-gene-0.15,66.82692307692307,47.11538461538461,43.75
scaffold171-size139111-gene-0.16,68.38407494145198,48.36065573770492,59.60187353629976
scaffold171-size139111-gene-0.17,52.38095238095239,38.095238095238095,41.7989417989418
scaffold171-size139111-gene-0.2,53.40136054421769,50.34013605442177,45.57823129251701
scaffold171-size139111-gene-0.3,61.29807692307693,41.82692307692308,53.36538461538461
scaffold171-size139111-gene-0.4,49.32432432432432,56.75675675675676,64.1891891891892
scaffold171-size139111-gene-0.5,54.77888730385164,44.79315263908702,52.49643366619116
scaffold171-size139111-gene-0.6,55.927835051546396,36.340206185567006,52.83505154639175
scaffold171-size139111-gene-0.7,57.14285714285714,38.31775700934579,57.409879839786385
scaffold171-size139111-gene-0.8,52.800000000000004,42.8,48.8
scaffold171-size139111-gene-0.9,56.353591160220994,45.85635359116022,49.171270718232044
scaffold172-size117674-gene-0.0,59.25925925925925,50.617283950617285,52.2633744855967
scaffold172-size117674-gene-0.1,62.5,69.23076923076923,56.730769230769226
scaffold172-size117674-gene-0.10,46.92307692307692,55.38461538461539,53.58974358974359
scaffold172-size117674-gene-0.11,80.72727272727272,52.36363636363637,60.0
scaffold172-size117674-gene-0.12,55.70469798657718,44.63087248322148,51.006711409395976
scaffold172-size117674-gene-0.13,59.25925925925925,57.407407407407405,60.317460317460316
