Query,Alien index (AI),AI > 30,HGT index (hU),hU >= 30,Evalue,Top species Evalue,Superkingdom
scaffold19-size340214-gene-0.29,-460.51701859880916,False,-899.0,False,1.999999999999998e-257,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-0.30,-195.24972927524814,False,-325.9,False,1.599999999999999e-85,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-0.31,-9.90348755253612,False,-14.300000000000011,False,1.1999999999999992e-65,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-0.32,-460.5116331265328,False,-717.2,False,5.399999999999995e-203,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-0.33,-106.00229588666515,False,-197.2,False,9.2e-47,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-0.37,-124.93743202243408,False,-180.3,False,2.1999999999999998e-86,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-0.38,-50.831225433013785,False,-118.6,False,8.4e-23,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-0.39,-460.5170168988106,False,-729.2,False,1.6999999999999985e-206,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-0.40,-67.07607278961125,False,-141.4,False,7.4e-30,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-0.41,-9.361163261710766,False,-57.8,False,8.6e-05,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold19-size340214-gene-0.43,-268.09412306065315,False,-431.4,False,3.699999999999998e-117,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-0.44,-60.50209069028116,False,-132.9,False,5.3e-27,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-0.46,-56.776169964486876,False,-127.5,False,2.1999999999999997e-25,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-0.47,-57.469317145046816,False,-130.2,False,1.0999999999999999e-25,Sorghum bicolor,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;Poaceae;PACMAD clade;Panicoideae;Andropogonodae;Andropogoneae;Sorghinae;Sorghum
scaffold19-size340214-gene-0.48,-396.1611698112318,False,-617.5,False,8.899999999999994e-173,Dendrobium catenatum,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;Asparagales;Orchidaceae;Epidendroideae;Malaxideae;Dendrobiinae;Dendrobium
scaffold19-size340214-gene-0.51,-0.26469255422708216,False,-0.29999999999999716,False,3.3e-09,Cyanidioschyzon merolae strain 10D,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Cyanidiales;Cyanidiaceae;Cyanidioschyzon;Cyanidioschyzon merolae
scaffold19-size340214-gene-0.53,-187.09717919741672,False,-308.09999999999997,False,3.099999999999997e-212,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-1.10,-328.2400488809674,False,-518.5,False,2.799999999999999e-143,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-1.11,-7.082108666126914,False,-56.2,False,0.00084,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-1.13,-141.22315851477637,False,-203.7,False,2e-82,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-1.14,-206.16794763247168,False,-344.0,False,2.899999999999999e-90,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-1.15,-111.6327470882358,False,-205.7,False,3.2999999999999993e-49,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-1.16,-14.94587154494696,False,-21.60000000000001,False,3.1e-25,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-1.17,11.330603908176274,False,62.8,True,1.2e-05,bacterium,cellular organisms;Bacteria;unclassified Bacteria
scaffold19-size340214-gene-1.18,-235.77997021726682,False,-340.1,False,1.799999999999999e-129,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-1.21,-254.1759583486288,False,-412.9,False,4.1e-111,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-1.22,-139.7157533279074,False,-246.9,False,2.1e-61,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-1.25,-45.69502691594218,False,-65.8,False,1e-24,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold19-size340214-gene-1.28,-34.27641213044319,False,-93.2,False,1.3e-15,Cinnamomum micranthum f. kanehirae,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Magnoliidae;Laurales;Lauraceae;Cinnamomum;Cinnamomum micranthum
scaffold19-size340214-gene-1.29,-152.06592630541132,False,-245.79999999999995,False,1.199999999999999e-208,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-1.30,-58.257774505411085,False,-129.4,False,5e-26,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-1.31,-85.17033063279538,False,-122.90000000000003,False,7.999999999999996e-114,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-1.33,-367.77176099287493,False,-576.6,False,1.899999999999999e-160,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold19-size340214-gene-1.34,-136.97175206251956,False,-197.6,False,1.5999999999999994e-66,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-1.36,-19.519293032620467,False,-28.099999999999994,False,1.6e-45,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold19-size340214-gene-1.37,8.87386813535497,False,57.8,True,0.00014,Amycolatopsis acidicola,cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
scaffold19-size340214-gene-1.41,-90.23613669802562,False,-130.2,False,2.2e-49,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.100,-235.77997021726682,False,-385.6,False,3.9999999999999983e-103,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.101,-209.59711886617623,False,-347.1,False,9.4e-92,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.52,-19.752486919788186,False,-28.5,False,6.6e-19,Guillardia theta CCMP2712,cellular organisms;Eukaryota;Cryptophyceae;Pyrenomonadales;Geminigeraceae;Guillardia;Guillardia theta
scaffold19-size340214-gene-2.53,-125.22198420187695,False,-180.7,False,2.3999999999999982e-124,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.57,-460.51701859880916,False,-1683.7,False,0.0,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.59,-179.33927298906806,False,-303.9,False,1.2999999999999993e-78,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold19-size340214-gene-2.60,-188.85279962003202,False,-318.9,False,9.599999999999993e-83,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.61,-16.01273513530049,False,-23.099999999999994,False,2e-45,Vitrella brassicaformis CCMP3155,cellular organisms;Eukaryota;Sar;Alveolata;Colpodellida;Vitrellaceae;Vitrella;Vitrella brassicaformis
scaffold19-size340214-gene-2.62,-381.16441470001917,False,-595.9,False,2.899999999999998e-166,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.63,-87.86929721516456,False,-172.6,False,6.899999999999998e-39,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.64,-417.44124638518605,False,-647.5,False,5.0999999999999955e-182,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.66,-138.9536132758605,False,-244.6,False,4.5e-61,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.68,-107.60067285173983,False,-155.2,False,1.5999999999999993e-104,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.69,-275.97373892266427,False,-443.7,False,1.3999999999999993e-120,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.71,-18.699394146421383,False,-27.0,False,2.7999999999999997e-60,Galdieria sulphuraria,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Cyanidiales;Cyanidiaceae;Galdieria
scaffold19-size340214-gene-2.72,-0.7985076962177757,False,-1.0999999999999943,False,4.5e-19,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold19-size340214-gene-2.73,-19.981328492217035,False,-72.8,False,2.1e-09,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.74,-401.2476431817196,False,-624.4,False,5.499999999999996e-175,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.75,-136.96688113228493,False,-197.59999999999997,False,2.0999999999999996e-128,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.77,-81.45797882249632,False,-163.3,False,4.2e-36,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.81,4.801880480234161,False,6.900000000000034,False,4.599999999999997e-126,Planctomycetes bacterium,cellular organisms;Bacteria;PVC group;Planctomycetes;unclassified Planctomycetes
scaffold19-size340214-gene-2.82,-131.4336798788521,False,-234.2,False,8.3e-58,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.83,-147.448827560558,False,-257.7,False,9.199999999999997e-65,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.84,-197.38046411131555,False,-329.7,False,1.8999999999999996e-86,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.85,-460.51701859880916,False,-765.8,False,1.899999999999998e-217,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.89,-39.75485566322175,False,-57.39999999999998,False,7.599999999999995e-66,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.90,-460.51701859880916,False,-1517.7,False,0.0,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.94,-41.9408279957076,False,-104.8,False,6.1e-19,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.95,-139.90562209033675,False,-201.9,False,9.899999999999995e-69,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.96,-127.09113033472039,False,-183.40000000000003,False,2.9999999999999976e-167,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.97,-37.24183905450186,False,-98.6,False,6.7e-17,Capsella rubella,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;malvids;Brassicales;Brassicaceae;Camelineae;Capsella
scaffold19-size340214-gene-2.98,-80.96154193618243,False,-161.0,False,6.9e-36,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold19-size340214-gene-2.99,-82.98737402725689,False,-164.1,False,9.1e-37,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold190-size123041-gene-0.15,1.0379876668516745,False,1.5,False,0.00017,Arenicella xantha,cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;Arenicella
scaffold190-size123041-gene-0.6,10.319002996497794,False,58.9,True,3.3e-05,Calidithermus chliarophilus,cellular organisms;Bacteria;Terrabacteria group;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Calidithermus
scaffold190-size123041-gene-0.8,-59.01991455745798,False,-85.1,False,2.8e-57,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold190-size123041-gene-0.9,-91.05185894195169,False,-131.29999999999998,False,8.299999999999995e-69,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold191-size141610-gene-0.2,-19.219188440170136,False,-73.2,False,4.5e-09,Phytophthora fragariae,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Peronosporales;Peronosporaceae;Phytophthora
scaffold191-size141610-gene-0.5,-50.56156186606468,False,-119.0,False,1.1e-22,Rhizophagus irregularis DAOM 197198w,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus irregularis
scaffold191-size141610-gene-0.7,-7.468842737529016,False,-10.700000000000003,False,9.7e-09,Drosophila takahashii,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Eremoneura;Cyclorrhapha;Schizophora;Acalyptratae;Ephydroidea;Drosophilidae;Drosophilinae;Drosophilini;Drosophila;Sophophora;melanogaster group;takahashii subgroup
scaffold192-size107045-gene-0.3,-49.59216130887658,False,-117.1,False,2.8999999999999997e-22,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold193-size106478-gene-0.31,142.35481065752268,True,250.4,True,1.4999999999999994e-62,Gemmatimonadetes bacterium,cellular organisms;Bacteria;FCB group;Gemmatimonadetes;unclassified Gemmatimonadetes
scaffold193-size106478-gene-0.32,-59.86721241784519,False,-130.2,False,1e-26,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold193-size106478-gene-0.33,161.24283191330127,True,278.1,True,9.399999999999997e-71,Afipia sp. GAS231,cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;unclassified Alphaproteobacteria
scaffold193-size106478-gene-0.35,-27.50585797297454,False,-39.69999999999999,False,1.6999999999999996e-39,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold193-size106478-gene-0.36,-78.76481723388787,False,-113.70000000000002,False,1.8e-51,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold193-size106478-gene-0.37,-70.73828399664302,False,-147.1,False,1.9e-31,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold193-size106478-gene-0.39,-26.4735683272375,False,-38.10000000000002,False,1.3999999999999992e-66,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold193-size106478-gene-0.40,57.469317145046816,True,127.9,True,1.0999999999999999e-25,Methanocella sp. PtaU1.Bin125,cellular organisms;Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanocellales;Methanocellaceae;Methanocella;unclassified Methanocella
scaffold193-size106478-gene-0.41,-32.03948100767059,False,-46.2,False,2.8e-22,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold193-size106478-gene-0.42,-133.28757112918717,False,-236.9,False,1.3e-58,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold193-size106478-gene-0.44,-460.5170185978091,False,-740.0,False,9.999999999999992e-210,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold193-size106478-gene-0.45,-189.63295817758157,False,-319.3,False,4.4e-83,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold193-size106478-gene-0.46,-304.9088163014757,False,-484.6,False,3.7999999999999995e-133,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold193-size106478-gene-0.47,-460.51701859880916,False,-981.9,False,2.9999999999999962e-282,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold193-size106478-gene-0.48,-292.47960010463134,False,-467.6,False,9.499999999999996e-128,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold193-size106478-gene-0.49,-184.47251060525664,False,-266.2,False,2.2999999999999986e-160,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold193-size106478-gene-0.50,-349.6564618984737,False,-550.4,False,1.3999999999999993e-152,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold193-size106478-gene-0.52,185.6764834095826,True,313.5,True,2.3e-81,Chamaesiphon minutus,cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Chamaesiphonaceae;Chamaesiphon
scaffold193-size106478-gene-0.53,-32.01304775060244,False,-46.20000000000002,False,1.5e-49,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold194-size106436-gene-0.10,-21.355788395689927,False,-30.80000000000001,False,1.6999999999999994e-72,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold194-size106436-gene-0.11,-239.16774457859685,False,-428.0,False,1.099999999999999e-225,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold194-size106436-gene-0.13,-29.933606208922594,False,-88.2,False,1e-13,Gigaspora margarita,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Glomeromycotina;Glomeromycetes;Diversisporales;Gigasporaceae;Gigaspora
scaffold194-size106436-gene-0.14,2.946942109384551,False,4.200000000000017,False,6.3e-32,archaeon,cellular organisms;Archaea;unclassified Archaea
scaffold194-size106436-gene-0.6,-460.51701859880916,False,-775.0,False,4.399999999999995e-220,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold194-size106436-gene-0.8,-84.91534647562551,False,-122.5,False,4.499999999999998e-139,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold195-size184819-gene-0.13,-37.57533066298493,False,-99.0,False,4.8e-17,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold195-size184819-gene-0.20,-155.88263914303516,False,-271.2,False,1.9999999999999997e-68,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold195-size184819-gene-0.4,-224.26704475229658,False,-368.2,False,3.9999999999999985e-98,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold195-size184819-gene-0.6,-92.40450881254574,False,-177.9,False,7.399999999999998e-41,Talaromyces stipitatus ATCC 10500,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Talaromyces;Talaromyces sect. Talaromyces;Talaromyces stipitatus
scaffold195-size184819-gene-0.9,-1.0788096613719294,False,-1.5,False,5.1e-07,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold196-size103372-gene-0.0,-46.20585253970817,False,-66.60000000000001,False,3e-32,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold196-size103372-gene-0.1,218.8964067241689,True,360.9,True,8.599999999999996e-96,Labrenzia alba,cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Labrenzia
scaffold198-size176893-gene-0.10,78.41572653330743,True,157.5,True,8.8e-35,Thalassotalea euphylliae,cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassotalea
scaffold198-size176893-gene-0.12,3.4882087586517843,False,5.0,False,1.1e-05,bacterium HR16,cellular organisms;Bacteria;unclassified Bacteria
scaffold198-size176893-gene-0.14,-163.92982870520567,False,-282.3,False,6.399999999999998e-72,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold198-size176893-gene-0.15,-80.32811399032411,False,-160.2,False,1.2999999999999998e-35,Physcomitrium patens,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Bryophyta;Bryophytina;Bryopsida;Funariidae;Funariales;Funariaceae;Physcomitrium
